#Energy, xr0, xi0, xrh, xih, delta, QB
   11.50000000000000000000, -0.13714E-04, 0.88420E-06, 0.79023E-05, 0.83177E-06, 0.68569E-05, 22.422
   11.60000000000000000000, -0.13429E-04, 0.85657E-06, 0.77200E-05, 0.80576E-06, 0.67144E-05, 22.218
   11.70000000000000000000, -0.13113E-04, 0.83002E-06, 0.75057E-05, 0.78077E-06, 0.65563E-05, 22.018
   11.80000000000000000000, -0.12693E-04, 0.80450E-06, 0.71919E-05, 0.75675E-06, 0.63465E-05, 21.822
   11.90000000000000000000, -0.12366E-04, 0.15082E-05, 0.69631E-05, 0.14205E-05, 0.61828E-05, 21.629
   12.00000000000000000000, -0.12508E-04, 0.14632E-05, 0.71758E-05, 0.13780E-05, 0.62541E-05, 21.440
   12.10000000000000000000, -0.12455E-04, 0.14199E-05, 0.72014E-05, 0.13372E-05, 0.62273E-05, 21.254
   12.20000000000000000000, -0.12352E-04, 0.13781E-05, 0.71793E-05, 0.12978E-05, 0.61762E-05, 21.072
   12.30000000000000000000, -0.12229E-04, 0.13379E-05, 0.71353E-05, 0.12599E-05, 0.61144E-05, 20.892
   12.40000000000000000000, -0.12094E-04, 0.12992E-05, 0.70788E-05, 0.12234E-05, 0.60470E-05, 20.716
   12.50000000000000000000, -0.11953E-04, 0.12619E-05, 0.70146E-05, 0.11882E-05, 0.59764E-05, 20.543
   12.60000000000000000000, -0.11808E-04, 0.12259E-05, 0.69453E-05, 0.11543E-05, 0.59039E-05, 20.372
   12.70000000000000000000, -0.11661E-04, 0.11912E-05, 0.68726E-05, 0.11216E-05, 0.58305E-05, 20.205
   12.80000000000000000000, -0.11514E-04, 0.11577E-05, 0.67977E-05, 0.10900E-05, 0.57568E-05, 20.040
   12.90000000000000000000, -0.11366E-04, 0.11254E-05, 0.67212E-05, 0.10596E-05, 0.56830E-05, 19.878
   13.00000000000000000000, -0.11219E-04, 0.10943E-05, 0.66439E-05, 0.10302E-05, 0.56095E-05, 19.719
   13.10000000000000000000, -0.11073E-04, 0.10642E-05, 0.65660E-05, 0.10019E-05, 0.55364E-05, 19.562
   13.20000000000000000000, -0.10928E-04, 0.10351E-05, 0.64880E-05, 0.97448E-06, 0.54640E-05, 19.408
   13.30000000000000000000, -0.10785E-04, 0.10071E-05, 0.64100E-05, 0.94804E-06, 0.53923E-05, 19.257
   13.40000000000000000000, -0.10643E-04, 0.97996E-06, 0.63323E-05, 0.92251E-06, 0.53215E-05, 19.107
   13.50000000000000000000, -0.10503E-04, 0.95377E-06, 0.62551E-05, 0.89783E-06, 0.52515E-05, 18.960
   13.60000000000000000000, -0.10365E-04, 0.92845E-06, 0.61783E-05, 0.87398E-06, 0.51825E-05, 18.816
   13.70000000000000000000, -0.10229E-04, 0.90398E-06, 0.61023E-05, 0.85093E-06, 0.51144E-05, 18.673
   13.80000000000000000000, -0.10095E-04, 0.88031E-06, 0.60270E-05, 0.82863E-06, 0.50474E-05, 18.533
   13.90000000000000000000, -0.99626E-05, 0.85742E-06, 0.59524E-05, 0.80707E-06, 0.49813E-05, 18.395
   14.00000000000000000000, -0.98324E-05, 0.83528E-06, 0.58787E-05, 0.78621E-06, 0.49162E-05, 18.259
