      27.147370       0.71813686E-04
      27.147470       0.72638142E-04
      27.147570       0.73616754E-04
      27.147670       0.74749033E-04
      27.147770       0.76031790E-04
      27.147870       0.77457887E-04
      27.147970       0.79016645E-04
      27.148070       0.80693998E-04
      27.148170       0.82473522E-04
      27.148270       0.84334962E-04
      27.148370       0.86256082E-04
      27.148470       0.88213934E-04
      27.148570       0.90182372E-04
      27.148670       0.92136321E-04
      27.148770       0.94049067E-04
      27.148870       0.95895197E-04
      27.148970       0.97650894E-04
      27.149070       0.99294146E-04
      27.149170       0.10080391E-03
      27.149270       0.10216488E-03
      27.149370       0.10336299E-03
      27.149470       0.10438848E-03
      27.149570       0.10523806E-03
      27.149670       0.10591035E-03
      27.149770       0.10641226E-03
      27.149870       0.10675210E-03
      27.149970       0.10694461E-03
      27.150070       0.10700927E-03
      27.150170       0.10696993E-03
      27.150270       0.10685412E-03
      27.150370       0.10669350E-03
      27.150470       0.10652116E-03
      27.150570       0.10637372E-03
      27.150670       0.10628756E-03
      27.150770       0.10630153E-03
      27.150870       0.10645175E-03
      27.150970       0.10677406E-03
      27.151070       0.10730147E-03
      27.151170       0.10806479E-03
      27.151270       0.10908923E-03
      27.151370       0.11039603E-03
      27.151470       0.11200062E-03
      27.151570       0.11391217E-03
      27.151670       0.11613431E-03
      27.151770       0.11866206E-03
      27.151870       0.12148445E-03
      27.151970       0.12458396E-03
      27.152070       0.12793468E-03
      27.152170       0.13150578E-03
      27.152270       0.13525963E-03
      27.152370       0.13915455E-03
      27.152470       0.14314272E-03
      27.152570       0.14717454E-03
      27.152670       0.15119786E-03
      27.152770       0.15516059E-03
      27.152870       0.15900726E-03
      27.152970       0.16268902E-03
      27.153070       0.16615489E-03
      27.153170       0.16936474E-03
      27.153270       0.17227975E-03
      27.153370       0.17486685E-03
      27.153470       0.17710395E-03
      27.153570       0.17897715E-03
      27.153670       0.18048276E-03
      27.153770       0.18162513E-03
      27.153870       0.18242098E-03
      27.153970       0.18289959E-03
      27.154070       0.18309721E-03
      27.154170       0.18306255E-03
      27.154270       0.18285249E-03
      27.154370       0.18253392E-03
      27.154470       0.18218029E-03
      27.154570       0.18187083E-03
      27.154670       0.18169089E-03
      27.154770       0.18172574E-03
      27.154870       0.18206210E-03
      27.154970       0.18278668E-03
      27.155070       0.18398040E-03
      27.155170       0.18572014E-03
      27.155270       0.18807494E-03
      27.155370       0.19110362E-03
      27.155470       0.19485306E-03
      27.155570       0.19935656E-03
      27.155670       0.20463377E-03
      27.155770       0.21068740E-03
      27.155870       0.21750503E-03
      27.155970       0.22505479E-03
      27.156070       0.23328992E-03
      27.156170       0.24214473E-03
      27.156270       0.25153834E-03
      27.156370       0.26137658E-03
      27.156470       0.27154820E-03
      27.156570       0.28193419E-03
      27.156670       0.29240715E-03
      27.156770       0.30282884E-03
      27.156870       0.31306441E-03
      27.156970       0.32297763E-03
      27.157070       0.33243080E-03
      27.157170       0.34130096E-03
      27.157270       0.34947471E-03
      27.157370       0.35685141E-03
      27.157470       0.36335006E-03
      27.157570       0.36890907E-03
      27.157670       0.37349656E-03
      27.157770       0.37710479E-03
      27.157870       0.37975435E-03
      27.157970       0.38149593E-03
      27.158070       0.38241750E-03
      27.158170       0.38263019E-03
      27.158270       0.38228752E-03
      27.158370       0.38156477E-03
      27.158470       0.38067008E-03
      27.158570       0.37983475E-03
      27.158670       0.37931487E-03
      27.158770       0.37938235E-03
      27.158870       0.38032433E-03
      27.158970       0.38243236E-03
      27.159070       0.38600295E-03
      27.159170       0.39132607E-03
      27.159270       0.39867746E-03
      27.159370       0.40831969E-03
      27.159470       0.42048299E-03
      27.159570       0.43536768E-03
      27.159670       0.45313557E-03
      27.159770       0.47389935E-03
      27.159870       0.49772353E-03
      27.159970       0.52461256E-03
      27.160070       0.55451501E-03
      27.160170       0.58731089E-03
      27.160270       0.62281910E-03
      27.160370       0.66079477E-03
      27.160470       0.70091805E-03
      27.160570       0.74282412E-03
      27.160670       0.78608418E-03
      27.160770       0.83020595E-03
      27.160870       0.87467593E-03
      27.160970       0.91893566E-03
      27.161070       0.96240827E-03
      27.161170       0.10045044E-02
      27.161270       0.10446459E-02
      27.161370       0.10822624E-02
      27.161470       0.11168429E-02
      27.161570       0.11479118E-02
      27.161670       0.11750865E-02
      27.161770       0.11980584E-02
